fecha_utc,volcano,sensor,mirova_vrp_mw,mirova_class,ours_present,ours_vrp_raw,ours_vrp_meq,ours_dist_km,ours_discarded_reason,ours_granule,delta_min
2026-04-19 06:06:01+00:00,Lascar,VIIRS375,2.13,Bajo,False,,,,,,
2026-04-19 05:12:02+00:00,Lascar,VIIRS375,1.14,Bajo,False,,,,,,
2026-04-19 05:12:02+00:00,Isluga,VIIRS375,0.32,Muy Bajo,False,,,,,,
2026-04-18 06:24:01+00:00,Lastarria,VIIRS375,0.1,Muy Bajo,False,,,,,,
2026-04-18 06:24:01+00:00,Isluga,VIIRS375,0.04,Muy Bajo,False,,,,,,
2026-04-18 05:36:02+00:00,Lastarria,VIIRS375,0.15,Muy Bajo,False,,,,,,
2026-04-18 05:30:02+00:00,Lascar,VIIRS375,2.32,Bajo,False,,,,,,
2026-04-18 05:30:02+00:00,Isluga,VIIRS375,0.44,Muy Bajo,False,,,,,,
2026-04-18 01:50:00+00:00,Lascar,MODIS,2.06,Bajo,True,73.261,0.0,24.87,partial_eruption_hotspot_too_far,MOD021KM.A2026108.0150.061.2026108131744.hdf,0.0
2026-04-17 07:25:00+00:00,Lascar,MODIS,0.62,Muy Bajo,True,110.807,0.0,29.55,partial_eruption_hotspot_too_far,MYD021KM.A2026107.0725.061.2026107192234.hdf,0.0
2026-04-17 06:48:01+00:00,NevadosDeChillan,VIIRS375,0.02,Muy Bajo,False,,,,,,
2026-04-17 06:24:00+00:00,Lastarria,VIIRS375,0.18,Muy Bajo,False,,,,,,
2026-04-17 06:24:00+00:00,Lascar,VIIRS375,0.26,Muy Bajo,False,,,,,,
2026-04-17 05:54:02+00:00,Lascar,VIIRS375,1.82,Bajo,False,,,,,,
2026-04-17 05:54:02+00:00,Lastarria,VIIRS375,0.21,Muy Bajo,False,,,,,,
2026-04-17 05:48:02+00:00,Isluga,VIIRS375,0.24,Muy Bajo,False,,,,,,
2026-04-17 05:06:01+00:00,PuyehueCordonCaulle,VIIRS375,0.04,Muy Bajo,False,,,,,,
2026-04-17 05:00:01+00:00,Isluga,VIIRS375,0.26,Muy Bajo,False,,,,,,
2026-04-17 05:00:01+00:00,Lascar,VIIRS375,0.52,Muy Bajo,False,,,,,,
2026-04-16 06:42:00+00:00,Lastarria,VIIRS375,0.09,Muy Bajo,False,,,,,,
2026-04-16 06:12:02+00:00,Lascar,VIIRS375,1.45,Bajo,False,,,,,,
2026-04-16 05:24:01+00:00,Tupungatito,VIIRS375,0.19,Muy Bajo,False,,,,,,
2026-04-16 05:24:01+00:00,Lastarria,VIIRS375,0.07,Muy Bajo,False,,,,,,
2026-04-16 05:24:01+00:00,Lascar,VIIRS375,1.17,Bajo,False,,,,,,
2026-04-16 05:24:01+00:00,PlanchonPeteroa,VIIRS375,0.07,Muy Bajo,False,,,,,,
2026-04-15 06:30:02+00:00,Lastarria,VIIRS375,0.16,Muy Bajo,False,,,,,,
2026-04-15 05:42:01+00:00,Lastarria,VIIRS375,0.14,Muy Bajo,False,,,,,,
2026-04-15 05:42:01+00:00,PlanchonPeteroa,VIIRS375,0.14,Muy Bajo,False,,,,,,
2026-04-15 05:42:01+00:00,Isluga,VIIRS375,0.24,Muy Bajo,False,,,,,,
2026-04-15 05:42:01+00:00,Tupungatito,VIIRS375,0.29,Muy Bajo,False,,,,,,
2026-04-15 04:54:02+00:00,Tupungatito,VIIRS375,0.4,Muy Bajo,False,,,,,,
2026-04-15 04:54:02+00:00,PuyehueCordonCaulle,VIIRS375,0.23,Muy Bajo,False,,,,,,
2026-04-15 01:30:00+00:00,Lascar,MODIS,0.82,Muy Bajo,True,37.165,0.0,22.81,partial_eruption_hotspot_too_far,MOD021KM.A2026105.0130.061.2026105131356.hdf,0.0
2026-04-14 06:00:01+00:00,Isluga,VIIRS375,0.08,Muy Bajo,False,,,,,,
2026-04-14 06:00:01+00:00,PlanchonPeteroa,VIIRS375,0.16,Muy Bajo,False,,,,,,
2026-04-14 05:12:02+00:00,Tupungatito,VIIRS375,0.1,Muy Bajo,False,,,,,,
2026-04-13 06:24:01+00:00,PuyehueCordonCaulle,VIIRS375,0.37,Muy Bajo,False,,,,,,
2026-04-13 06:18:01+00:00,Lastarria,VIIRS375,0.23,Muy Bajo,False,,,,,,
2026-04-13 06:18:01+00:00,Lascar,VIIRS375,0.04,Muy Bajo,False,,,,,,
2026-04-13 06:18:01+00:00,Isluga,VIIRS375,0.07,Muy Bajo,False,,,,,,
2026-04-13 05:30:02+00:00,Tupungatito,VIIRS375,0.24,Muy Bajo,False,,,,,,
2026-04-12 07:30:00+00:00,Lascar,MODIS,1.44,Bajo,True,117.694,0.0,24.98,partial_eruption_hotspot_too_far,MYD021KM.A2026102.0730.061.2026103002133.hdf,0.0
2026-04-12 05:48:02+00:00,Lastarria,VIIRS375,0.15,Muy Bajo,False,,,,,,
2026-04-12 05:48:02+00:00,Lascar,VIIRS375,1.41,Bajo,False,,,,,,
2026-04-12 05:42:02+00:00,Isluga,VIIRS375,0.3,Muy Bajo,False,,,,,,
2026-04-12 05:00:01+00:00,Tupungatito,VIIRS375,0.26,Muy Bajo,False,,,,,,
2026-04-12 04:54:01+00:00,Lascar,VIIRS375,0.25,Muy Bajo,False,,,,,,
2026-04-11 06:12:02+00:00,PuyehueCordonCaulle,VIIRS375,0.16,Muy Bajo,False,,,,,,
2026-04-11 06:06:02+00:00,Lastarria,VIIRS375,0.12,Muy Bajo,False,,,,,,
2026-04-11 06:06:02+00:00,Isluga,VIIRS375,0.12,Muy Bajo,False,,,,,,
2026-04-11 05:12:01+00:00,Isluga,VIIRS375,0.06,Muy Bajo,False,,,,,,
2026-04-10 07:55:00+00:00,Lascar,MODIS,0.64,Muy Bajo,True,166.534,0.0,24.4,,MYD021KM.A2026100.0755.061.2026100190830.hdf,0.0
2026-04-10 06:30:02+00:00,PuyehueCordonCaulle,VIIRS375,0.08,Muy Bajo,False,,,,,,
2026-04-10 06:24:02+00:00,Tupungatito,VIIRS375,0.13,Muy Bajo,False,,,,,,
2026-04-10 05:36:01+00:00,PlanchonPeteroa,VIIRS375,0.06,Muy Bajo,False,,,,,,
2026-04-10 05:36:01+00:00,Tupungatito,VIIRS375,0.25,Muy Bajo,False,,,,,,
2026-04-10 05:36:01+00:00,Lascar,VIIRS375,2.14,Bajo,False,,,,,,
2026-04-10 05:18:00+00:00,PuyehueCordonCaulle,VIIRS375,0.57,Muy Bajo,False,,,,,,
2026-04-10 04:48:02+00:00,PuyehueCordonCaulle,VIIRS375,0.11,Muy Bajo,False,,,,,,
2026-04-10 04:48:02+00:00,Tupungatito,VIIRS375,0.05,Muy Bajo,False,,,,,,
2026-04-10 04:48:02+00:00,Chaiten,VIIRS375,0.1,Muy Bajo,False,,,,,,
2026-04-10 01:30:00+00:00,Lascar,MODIS,0.78,Muy Bajo,True,52.751,0.0,23.51,,MOD021KM.A2026100.0130.061.2026100131437.hdf,0.0
2026-04-09 07:15:00+00:00,Lascar,MODIS,0.28,Muy Bajo,True,0.0,0.0,32.65,eruption_hotspot_too_far,MYD021KM.A2026099.0715.061.2026099213032.hdf,0.0
2026-04-09 06:48:02+00:00,PuyehueCordonCaulle,VIIRS375,0.16,Muy Bajo,False,,,,,,
2026-04-09 06:00:01+00:00,PuyehueCordonCaulle,VIIRS375,0.61,Muy Bajo,False,,,,,,
2026-04-09 06:00:01+00:00,Villarrica,VIIRS375,0.11,Muy Bajo,False,,,,,,
2026-04-09 05:54:01+00:00,Tupungatito,VIIRS375,0.24,Muy Bajo,False,,,,,,
2026-04-09 05:54:01+00:00,Lascar,VIIRS375,2.36,Bajo,False,,,,,,
2026-04-09 05:54:01+00:00,PlanchonPeteroa,VIIRS375,0.12,Muy Bajo,False,,,,,,
2026-04-09 05:06:02+00:00,Tupungatito,VIIRS375,0.28,Muy Bajo,False,,,,,,
2026-04-09 05:00:02+00:00,Lascar,VIIRS375,0.55,Muy Bajo,False,,,,,,
2026-04-08 06:18:01+00:00,PlanchonPeteroa,VIIRS375,0.06,Muy Bajo,False,,,,,,
2026-04-08 06:18:01+00:00,PuyehueCordonCaulle,VIIRS375,0.07,Muy Bajo,False,,,,,,
2026-04-08 06:12:01+00:00,Lascar,VIIRS,1.82,Bajo,True,0.0,0.0,0.945,eruption_hotspot_too_far,VJ102IMG.A2026098.0612.021.2026098121912.nc,0.016666666666666666
2026-04-08 06:12:01+00:00,Lastarria,VIIRS375,0.16,Muy Bajo,False,,,,,,
2026-04-08 04:36:01+00:00,Chaiten,VIIRS375,0.15,Muy Bajo,False,,,,,,
2026-04-08 01:50:00+00:00,Lascar,MODIS,1.79,Bajo,True,0.0,0.0,27.57,eruption_hotspot_too_far,MOD021KM.A2026098.0150.061.2026098130638.hdf,0.0
2026-04-07 07:35:00+00:00,Lascar,MODIS,2.29,Bajo,True,82.824,0.0,22.87,,MYD021KM.A2026097.0735.061.2026097193820.hdf,0.0
2026-04-07 06:30:01+00:00,Lastarria,VIIRS375,0.09,Muy Bajo,False,,,,,,
2026-04-07 06:30:01+00:00,Isluga,VIIRS375,0.13,Muy Bajo,False,,,,,,
2026-04-07 04:54:01+00:00,Chaiten,VIIRS375,0.08,Muy Bajo,False,,,,,,
2026-04-07 04:54:01+00:00,PuyehueCordonCaulle,VIIRS375,0.44,Muy Bajo,False,,,,,,
2026-04-06 06:30:00+00:00,Lastarria,VIIRS375,0.11,Muy Bajo,False,,,,,,
2026-04-06 06:30:00+00:00,Lascar,VIIRS375,0.14,Muy Bajo,False,,,,,,
2026-04-06 06:30:00+00:00,Tupungatito,VIIRS375,0.09,Muy Bajo,False,,,,,,
2026-04-06 05:12:01+00:00,Tupungatito,VIIRS375,0.23,Muy Bajo,False,,,,,,
2026-04-06 05:06:01+00:00,Isluga,VIIRS375,0.16,Muy Bajo,False,,,,,,
2026-04-05 05:30:01+00:00,PlanchonPeteroa,VIIRS375,0.15,Muy Bajo,False,,,,,,
2026-04-05 05:30:01+00:00,Lascar,VIIRS375,1.52,Bajo,False,,,,,,
2026-04-05 05:24:01+00:00,Isluga,VIIRS375,0.3,Muy Bajo,False,,,,,,
2026-04-04 07:20:00+00:00,Lascar,MODIS,1.71,Bajo,True,0.0,0.0,29.24,eruption_hotspot_too_far,MYD021KM.A2026094.0720.061.2026094191919.hdf,0.0
2026-04-04 05:54:01+00:00,PuyehueCordonCaulle,VIIRS375,0.63,Muy Bajo,False,,,,,,
2026-04-04 05:54:01+00:00,Chaiten,VIIRS375,0.13,Muy Bajo,False,,,,,,
2026-04-04 05:48:01+00:00,Tupungatito,VIIRS375,0.26,Muy Bajo,False,,,,,,
2026-04-04 05:48:01+00:00,Lastarria,VIIRS375,0.11,Muy Bajo,False,,,,,,
2026-04-04 05:48:01+00:00,Isluga,VIIRS375,0.18,Muy Bajo,False,,,,,,
2026-04-04 05:48:01+00:00,PlanchonPeteroa,VIIRS375,0.25,Muy Bajo,False,,,,,,
2026-04-04 05:48:01+00:00,Lascar,VIIRS375,2.69,Bajo,False,,,,,,
2026-04-03 06:06:01+00:00,Tupungatito,VIIRS375,0.27,Muy Bajo,False,,,,,,
2026-04-03 06:06:01+00:00,Lascar,VIIRS375,0.31,Muy Bajo,False,,,,,,
2026-04-03 06:06:01+00:00,Lastarria,VIIRS375,0.17,Muy Bajo,False,,,,,,
2026-04-03 05:48:00+00:00,PlanchonPeteroa,VIIRS375,0.09,Muy Bajo,False,,,,,,
2026-04-02 07:45:00+00:00,Lascar,MODIS,0.29,Muy Bajo,True,120.877,0.0,23.02,,MYD021KM.A2026092.0745.061.2026092191300.hdf,0.0
2026-04-02 06:30:01+00:00,PuyehueCordonCaulle,VIIRS375,0.26,Muy Bajo,False,,,,,,
2026-04-02 06:30:01+00:00,Tupungatito,VIIRS375,0.21,Muy Bajo,False,,,,,,
2026-04-02 04:48:01+00:00,PuyehueCordonCaulle,VIIRS375,0.49,Muy Bajo,False,,,,,,
2026-04-01 06:24:00+00:00,Lastarria,VIIRS375,0.05,Muy Bajo,False,,,,,,
2026-04-01 05:06:01+00:00,Tupungatito,VIIRS375,0.28,Muy Bajo,False,,,,,,
2026-04-01 05:00:01+00:00,Lascar,VIIRS375,0.62,Muy Bajo,False,,,,,,
2026-03-31 05:24:01+00:00,Tupungatito,VIIRS375,0.26,Muy Bajo,False,,,,,,
2026-03-31 05:24:01+00:00,Lascar,VIIRS375,1.03,Bajo,False,,,,,,
2026-03-30 05:42:01+00:00,Lascar,VIIRS375,1.14,Bajo,False,,,,,,
2026-03-30 05:42:01+00:00,Lastarria,VIIRS375,0.21,Muy Bajo,False,,,,,,
2026-03-30 05:42:01+00:00,PlanchonPeteroa,VIIRS375,0.23,Muy Bajo,False,,,,,,
2026-03-30 05:42:01+00:00,Tupungatito,VIIRS375,0.41,Muy Bajo,False,,,,,,
2026-03-29 06:00:01+00:00,PlanchonPeteroa,VIIRS375,0.13,Muy Bajo,False,,,,,,
2026-03-29 06:00:01+00:00,Lastarria,VIIRS375,0.05,Muy Bajo,False,,,,,,
2026-03-29 06:00:01+00:00,Tupungatito,VIIRS375,0.25,Muy Bajo,False,,,,,,
2026-03-29 01:55:00+00:00,Lascar,MODIS,2.94,Bajo,True,37.157,0.0,24.4,,MOD021KM.A2026088.0155.061.2026088131235.hdf,0.0
2026-03-28 07:50:00+00:00,Lascar,MODIS,1.55,Bajo,True,100.901,0.0,24.98,,MYD021KM.A2026087.0750.061.2026087191104.hdf,0.0
2026-03-28 06:24:01+00:00,PlanchonPeteroa,VIIRS375,0.14,Muy Bajo,False,,,,,,
2026-03-28 06:24:01+00:00,PuyehueCordonCaulle,VIIRS375,0.28,Muy Bajo,False,,,,,,
2026-03-28 06:18:01+00:00,Lascar,VIIRS375,0.11,Muy Bajo,False,,,,,,
2026-03-28 06:18:01+00:00,Lastarria,VIIRS375,0.19,Muy Bajo,False,,,,,,
2026-03-28 06:00:00+00:00,Tupungatito,VIIRS375,0.23,Muy Bajo,False,,,,,,
2026-03-28 04:42:01+00:00,PuyehueCordonCaulle,VIIRS375,0.15,Muy Bajo,False,,,,,,
2026-03-27 07:10:00+00:00,Lascar,MODIS,1.0,Bajo,True,126.506,0.0,20.97,,MYD021KM.A2026086.0710.061.2026087011825.hdf,0.0
2026-03-27 06:42:01+00:00,PuyehueCordonCaulle,VIIRS375,0.09,Muy Bajo,False,,,,,,
2026-03-27 05:00:01+00:00,Tupungatito,VIIRS375,0.35,Muy Bajo,False,,,,,,
2026-03-27 05:00:01+00:00,PuyehueCordonCaulle,VIIRS375,0.29,Muy Bajo,False,,,,,,
2026-03-27 04:54:01+00:00,Lascar,VIIRS375,0.68,Muy Bajo,False,,,,,,
2026-03-26 06:36:00+00:00,Lastarria,VIIRS375,0.11,Muy Bajo,False,,,,,,
2026-03-26 05:18:01+00:00,Lascar,VIIRS375,1.84,Bajo,False,,,,,,
2026-03-26 05:18:01+00:00,PuyehueCordonCaulle,VIIRS375,0.26,Muy Bajo,False,,,,,,
2026-03-26 05:18:01+00:00,Tupungatito,VIIRS375,0.22,Muy Bajo,False,,,,,,
2026-03-25 05:36:01+00:00,Tupungatito,VIIRS375,0.21,Muy Bajo,False,,,,,,
2026-03-25 05:36:01+00:00,PlanchonPeteroa,VIIRS375,0.2,Muy Bajo,False,,,,,,
2026-03-25 05:36:01+00:00,Lastarria,VIIRS375,0.13,Muy Bajo,False,,,,,,
2026-03-25 05:36:01+00:00,Lascar,VIIRS375,1.7,Bajo,False,,,,,,
2026-03-25 05:30:01+00:00,Isluga,VIIRS,0.19,Muy Bajo,True,0.0,0.0,0.637,eruption_hotspot_too_far,VJ102IMG.A2026084.0530.021.2026089214256.nc,0.016666666666666666
2026-03-24 18:18:01+00:00,Lascar,VIIRS375,0.79,Muy Bajo,False,,,,,,
2026-03-24 05:54:01+00:00,Lastarria,VIIRS375,0.27,Muy Bajo,False,,,,,,
2026-03-24 05:54:01+00:00,Isluga,VIIRS375,0.13,Muy Bajo,False,,,,,,
2026-03-24 05:54:01+00:00,PlanchonPeteroa,VIIRS375,0.23,Muy Bajo,False,,,,,,
2026-03-24 05:54:01+00:00,Tupungatito,VIIRS375,0.22,Muy Bajo,False,,,,,,
2026-03-24 05:54:01+00:00,Lascar,VIIRS375,2.74,Bajo,False,,,,,,
2026-03-24 01:55:00+00:00,Lascar,MODIS,1.7,Bajo,True,61.598,0.0,24.48,,MOD021KM.A2026083.0155.061.2026083131225.hdf,0.0
2026-03-23 06:18:01+00:00,PlanchonPeteroa,VIIRS375,0.04,Muy Bajo,False,,,,,,
2026-03-23 06:12:01+00:00,Isluga,VIIRS375,0.14,Muy Bajo,False,,,,,,
2026-03-23 06:12:01+00:00,Lastarria,VIIRS375,0.06,Muy Bajo,False,,,,,,
2026-03-23 06:12:01+00:00,Lascar,VIIRS375,2.34,Bajo,False,,,,,,
2026-03-22 07:15:00+00:00,Lascar,MODIS,0.78,Muy Bajo,True,137.938,0.0,22.16,,MYD021KM.A2026081.0715.061.2026081192010.hdf,0.0
2026-03-22 04:54:01+00:00,NevadosDeChillan,VIIRS375,0.49,Muy Bajo,False,,,,,,
2026-03-22 04:48:01+00:00,Lascar,VIIRS375,0.07,Muy Bajo,False,,,,,,
2026-03-21 06:30:00+00:00,Tupungatito,VIIRS375,0.26,Muy Bajo,False,,,,,,
2026-03-21 06:30:00+00:00,Lastarria,VIIRS375,0.06,Muy Bajo,False,,,,,,
2026-03-21 05:06:01+00:00,Lascar,VIIRS375,1.69,Bajo,False,,,,,,
2026-03-21 05:06:01+00:00,Isluga,VIIRS375,0.63,Muy Bajo,False,,,,,,
2026-03-21 01:35:00+00:00,Lascar,MODIS,2.64,Bajo,True,0.0,0.0,25.25,eruption_hotspot_too_far,MOD021KM.A2026080.0135.061.2026080131659.hdf,0.0
2026-03-20 07:40:00+00:00,Lascar,MODIS,3.82,Bajo,True,118.529,0.0,23.42,,MYD021KM.A2026079.0740.061.2026079191015.hdf,0.0
2026-03-20 05:30:01+00:00,Lascar,VIIRS375,3.19,Bajo,False,,,,,,
2026-03-20 05:30:01+00:00,PuyehueCordonCaulle,VIIRS375,0.1,Muy Bajo,False,,,,,,
2026-03-20 05:30:01+00:00,Tupungatito,VIIRS375,0.25,Muy Bajo,False,,,,,,
2026-03-20 05:24:01+00:00,Isluga,VIIRS375,0.46,Muy Bajo,False,,,,,,
2026-03-19 18:12:01+00:00,Lascar,VIIRS375,1.26,Bajo,False,,,,,,
2026-03-19 05:48:01+00:00,PlanchonPeteroa,VIIRS375,0.27,Muy Bajo,False,,,,,,
2026-03-19 05:48:01+00:00,Lascar,VIIRS375,2.76,Bajo,False,,,,,,
2026-03-19 05:48:01+00:00,Tupungatito,VIIRS375,0.1,Muy Bajo,False,,,,,,
2026-03-19 05:48:01+00:00,Isluga,VIIRS375,0.35,Muy Bajo,False,,,,,,
2026-03-19 01:55:00+00:00,Lascar,MODIS,2.01,Bajo,True,72.61,0.0,20.81,,MOD021KM.A2026078.0155.061.2026078130632.hdf,0.0
2026-03-18 18:06:00+00:00,PuyehueCordonCaulle,VIIRS375,0.52,Muy Bajo,False,,,,,,
2026-03-18 06:06:01+00:00,Tupungatito,VIIRS375,0.21,Muy Bajo,False,,,,,,
2026-03-18 06:06:01+00:00,PlanchonPeteroa,VIIRS375,0.09,Muy Bajo,False,,,,,,
2026-03-18 06:06:01+00:00,Lascar,VIIRS375,1.77,Bajo,False,,,,,,
2026-03-18 01:15:00+00:00,Lascar,MODIS,0.27,Muy Bajo,True,111.025,0.0,22.75,,MOD021KM.A2026077.0115.061.2026077130805.hdf,0.0
2026-03-17 13:15:00+00:00,NevadosDeChillan,MODIS,1.06,Bajo,False,,,,,,
2026-03-17 07:20:00+00:00,Lascar,MODIS,1.19,Bajo,True,117.906,0.0,22.2,,MYD021KM.A2026076.0720.061.2026076190935.hdf,0.0
2026-03-17 06:24:01+00:00,Lastarria,VIIRS375,0.12,Muy Bajo,False,,,,,,
2026-03-17 06:24:01+00:00,Isluga,VIIRS375,0.05,Muy Bajo,False,,,,,,
2026-03-16 06:24:00+00:00,Lastarria,VIIRS375,0.09,Muy Bajo,False,,,,,,
2026-03-16 05:00:01+00:00,Lascar,VIIRS375,0.83,Muy Bajo,False,,,,,,
2026-03-16 05:00:01+00:00,Isluga,VIIRS375,0.57,Muy Bajo,False,,,,,,
2026-03-16 01:35:00+00:00,Lascar,MODIS,1.81,Bajo,True,52.424,0.0,23.56,,MOD021KM.A2026075.0135.061.2026075132253.hdf,0.0
2026-03-15 17:48:01+00:00,Lascar,VIIRS375,0.9,Muy Bajo,False,,,,,,
2026-03-15 07:45:00+00:00,Lascar,MODIS,2.22,Bajo,True,114.92,0.0,23.92,,MYD021KM.A2026074.0745.061.2026075024005.hdf,0.0
2026-03-15 05:24:01+00:00,Lascar,VIIRS375,1.73,Bajo,False,,,,,,
2026-03-15 05:18:01+00:00,Isluga,VIIRS375,0.2,Muy Bajo,False,,,,,,
2026-03-14 18:06:01+00:00,Lascar,VIIRS375,1.14,Bajo,False,,,,,,
2026-03-14 07:05:00+00:00,Lascar,MODIS,0.97,Muy Bajo,True,135.874,0.0,18.14,,MYD021KM.A2026073.0705.061.2026075012053.hdf,0.0
2026-03-14 05:42:01+00:00,Isluga,VIIRS375,0.24,Muy Bajo,False,,,,,,
2026-03-14 05:42:01+00:00,Lascar,VIIRS375,2.72,Bajo,False,,,,,,
2026-03-14 01:55:00+00:00,Lascar,MODIS,2.44,Bajo,True,0.0,0.0,31.18,eruption_hotspot_too_far,MOD021KM.A2026073.0155.061.2026075020301.hdf,0.0
2026-03-13 18:24:01+00:00,Lascar,VIIRS375,1.96,Bajo,False,,,,,,
2026-03-13 18:06:00+00:00,Lascar,VIIRS375,1.59,Bajo,False,,,,,,
2026-03-13 06:06:01+00:00,PuyehueCordonCaulle,VIIRS375,0.16,Muy Bajo,False,,,,,,
2026-03-13 06:00:01+00:00,Tupungatito,VIIRS375,0.19,Muy Bajo,False,,,,,,
2026-03-13 06:00:01+00:00,Lastarria,VIIRS375,0.16,Muy Bajo,False,,,,,,
2026-03-13 06:00:01+00:00,Lascar,VIIRS375,2.63,Bajo,False,,,,,,
2026-03-13 06:00:01+00:00,Isluga,VIIRS375,0.28,Muy Bajo,False,,,,,,
2026-03-12 07:25:00+00:00,Lascar,MODIS,2.22,Bajo,True,0.0,0.0,29.24,eruption_hotspot_too_far,MYD021KM.A2026071.0725.061.2026071190655.hdf,0.0
2026-03-12 06:24:01+00:00,PlanchonPeteroa,VIIRS375,0.16,Muy Bajo,False,,,,,,
2026-03-12 06:18:01+00:00,Lascar,VIIRS375,0.28,Muy Bajo,False,,,,,,
2026-03-12 06:18:01+00:00,Lastarria,VIIRS375,0.06,Muy Bajo,False,,,,,,
2026-03-11 06:36:01+00:00,Isluga,VIIRS375,0.05,Muy Bajo,False,,,,,,
2026-03-11 05:00:01+00:00,Tupungatito,VIIRS375,0.22,Muy Bajo,False,,,,,,
2026-03-11 04:54:01+00:00,Lascar,VIIRS375,0.81,Muy Bajo,False,,,,,,
2026-03-11 04:54:01+00:00,Isluga,VIIRS375,0.13,Muy Bajo,False,,,,,,
2026-03-11 01:35:00+00:00,Lascar,MODIS,2.92,Bajo,True,0.0,0.0,0.765,eruption_hotspot_too_far,MOD021KM.A2026070.0135.061.2026070132001.hdf,0.0
2026-03-10 07:50:00+00:00,Lascar,MODIS,1.97,Bajo,True,114.582,0.0,22.81,,MYD021KM.A2026069.0750.061.2026069194549.hdf,0.0
2026-03-10 06:42:00+00:00,PuyehueCordonCaulle,VIIRS375,0.27,Muy Bajo,False,,,,,,
2026-03-10 06:36:00+00:00,Lastarria,VIIRS375,0.12,Muy Bajo,False,,,,,,
2026-03-10 05:18:01+00:00,PuyehueCordonCaulle,VIIRS375,0.63,Muy Bajo,False,,,,,,
2026-03-10 05:12:01+00:00,Isluga,VIIRS375,0.35,Muy Bajo,False,,,,,,
2026-03-09 07:10:00+00:00,Lascar,MODIS,1.38,Bajo,True,0.0,0.0,29.81,eruption_hotspot_too_far,MYD021KM.A2026068.0710.061.2026069212905.hdf,0.0
2026-03-09 05:36:01+00:00,Lastarria,VIIRS375,0.19,Muy Bajo,False,,,,,,
2026-03-09 05:36:01+00:00,Lascar,VIIRS375,3.44,Bajo,False,,,,,,
2026-03-09 05:30:01+00:00,Isluga,VIIRS375,0.31,Muy Bajo,False,,,,,,
2026-03-09 01:55:00+00:00,Lascar,MODIS,2.02,Bajo,True,0.0,0.0,30.72,eruption_hotspot_too_far,MOD021KM.A2026068.0155.061.2026068131726.hdf,0.0
2026-03-08 06:00:01+00:00,Chaiten,VIIRS375,0.23,Muy Bajo,False,,,,,,
2026-03-08 06:00:01+00:00,Villarrica,VIIRS375,0.21,Muy Bajo,False,,,,,,
2026-03-08 05:54:01+00:00,Tupungatito,VIIRS375,0.11,Muy Bajo,False,,,,,,
2026-03-08 05:54:01+00:00,Lascar,VIIRS375,2.96,Bajo,False,,,,,,
2026-03-08 05:54:01+00:00,Isluga,VIIRS375,0.22,Muy Bajo,False,,,,,,
2026-03-08 05:54:01+00:00,Lastarria,VIIRS375,0.1,Muy Bajo,False,,,,,,
2026-03-07 18:42:01+00:00,Lascar,VIIRS375,1.12,Bajo,False,,,,,,
2026-03-07 07:35:00+00:00,Lascar,MODIS,2.7,Bajo,True,121.512,0.0,22.39,,MYD021KM.A2026066.0735.061.2026066191026.hdf,0.0
2026-03-07 06:12:01+00:00,Lascar,VIIRS375,2.16,Bajo,False,,,,,,
2026-03-07 06:12:01+00:00,Tupungatito,VIIRS375,0.11,Muy Bajo,False,,,,,,
2026-03-07 06:12:01+00:00,Isluga,VIIRS375,0.14,Muy Bajo,False,,,,,,
2026-03-07 05:54:00+00:00,PlanchonPeteroa,VIIRS375,0.17,Muy Bajo,False,,,,,,
2026-03-06 06:36:01+00:00,Tupungatito,VIIRS375,0.12,Muy Bajo,False,,,,,,
2026-03-06 06:30:01+00:00,Lascar,VIIRS375,0.06,Muy Bajo,False,,,,,,
2026-03-06 04:54:01+00:00,Tupungatito,VIIRS375,0.29,Muy Bajo,False,,,,,,
2026-03-06 04:48:01+00:00,Lascar,VIIRS375,0.4,Muy Bajo,False,,,,,,
2026-03-06 01:35:00+00:00,Lascar,MODIS,1.42,Bajo,True,0.0,0.0,26.9,eruption_hotspot_too_far,MOD021KM.A2026065.0135.061.2026065131325.hdf,0.0
2026-03-05 07:55:00+00:00,Lascar,MODIS,1.95,Bajo,True,208.122,0.0,23.87,,MYD021KM.A2026064.0755.061.2026065124020.hdf,0.0
2026-03-05 06:30:00+00:00,Lastarria,VIIRS375,0.05,Muy Bajo,False,,,,,,
2026-03-05 06:30:00+00:00,Lascar,VIIRS375,0.18,Muy Bajo,False,,,,,,
2026-03-05 05:12:01+00:00,PuyehueCordonCaulle,VIIRS375,0.54,Muy Bajo,False,,,,,,
2026-03-05 05:12:01+00:00,Chaiten,VIIRS375,0.08,Muy Bajo,False,,,,,,
2026-03-05 05:12:01+00:00,Tupungatito,VIIRS375,0.03,Muy Bajo,False,,,,,,
2026-03-05 05:06:01+00:00,Lascar,VIIRS375,1.73,Bajo,False,,,,,,
2026-03-05 05:06:01+00:00,Isluga,VIIRS375,0.48,Muy Bajo,False,,,,,,
2026-03-04 01:55:00+00:00,Lascar,MODIS,0.35,Muy Bajo,True,41.052,0.0,23.7,,MOD021KM.A2026063.0155.061.2026063131452.hdf,0.0
2026-03-03 05:48:01+00:00,Isluga,VIIRS375,0.3,Muy Bajo,False,,,,,,
2026-03-03 05:48:01+00:00,Lastarria,VIIRS375,0.1,Muy Bajo,False,,,,,,
2026-03-03 05:48:01+00:00,Lascar,VIIRS375,2.41,Bajo,False,,,,,,
